id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,number_of_reviews
12853613,GASTOWN HERITAGE PENTHOUSE + PRIVATE ROOFTOP DECK,70229779,Alexander,Downtown Eastside,49.28352,-123.10246,Entire home/apt,299,140
12853927,"Perfect Location, Perfect Gem! Beach District",70363,Bianca,Downtown,49.27576,-123.13262,Entire home/apt,189,31
12857585,《Hidden Gem in Vancouver 2 min Walk to Skytrain》,61685635,Candy (Yi An),Riley Park,49.2511,-123.11364,Entire home/apt,250,104
12874057,"Cool place on Main St, trendiest hood in Vancouver",65298367,Patricia,Mount Pleasant,49.25731,-123.09391,Entire home/apt,85,142
12888961,Sunny room,68010340,Joe,Riley Park,49.23986,-123.10158,Private room,60,177
12889116,Joe's place,68010340,Joe,Riley Park,49.23825,-123.10142,Private room,60,143
12934598,Premium 3BR home in Kitsilano,70791516,Brian,Kitsilano,49.26444,-123.14806,Entire home/apt,147,2
12952602,House in the Heart of Main Street!,1925819,Bruce,Riley Park,49.24795,-123.09742,Entire home/apt,209,14
12952787,Bright sub-penthouse near beach - long term rental,32737080,Daragh And Ida,West End,49.28004,-123.13524,Entire home/apt,78,1
12971136,D20- Beautiful 1 bedroom suite,30899,Rami,Downtown,49.27408,-123.12817,Entire home/apt,91,3
12974050,Vancouver West End Condo with Parking (on request),30322469,Jason,West End,49.28148,-123.13134,Entire home/apt,199,178
12991276,Downtown Vancouver Studio,8368718,Yvonne,Downtown,49.27898,-123.12734,Entire home/apt,199,87
13000591,Cozy one bedroom suite,19475867,Yang,Marpole,49.21574,-123.13195,Private room,79,20
13007169,"Modern 2 Bdrm+2 Bath+Den+1 Parking, Yaletown, View",18057782,Osvaldo,Downtown,49.27467,-123.11475,Entire home/apt,166,4
13021044,Steps to Granville Island,17227296,Dave,Fairview,49.2707,-123.14013,Entire home/apt,121,0
13032884,marinaside,72034701,David,Downtown,49.27137,-123.12259,Entire home/apt,200,2
13035303,Beautiful new townhouse room in artistic district,72061037,Keela,Kensington-Cedar Cottage,49.26138,-123.07375,Private room,48,41
13062709,D15- 2 BR downtown luxury suite,30899,Rami,Downtown,49.27793,-123.12434,Entire home/apt,265,0
13065799,"Cozy, well-lit private studio (30 day min)",30241578,Lars,Downtown,49.27919,-123.12717,Entire home/apt,175,16
13093588,Savor Breathtaking Views of Downtown,23977001,Emma,Downtown,49.27638,-123.12413,Entire home/apt,130,17
13095062,Beautiful 3 BDRM Newly Reno'd Home Cambie Area,29412479,Leslie-Ann And Suzanne,Riley Park,49.25145,-123.11321,Entire home/apt,199,7
13111653,"Historic Neighborhood: Bright Apt, Beautiful View",72693452,Alexis,Downtown,49.2806,-123.10778,Entire home/apt,200,27
13125780,Vancouver's Special Vancouver Special,56061445,Alexa,Kensington-Cedar Cottage,49.23456,-123.08954,Entire home/apt,170,23
13125960,Quiet Mid Century Bungalow,71643035,Shandy,Renfrew-Collingwood,49.23602,-123.0556,Private room,49,129
13131513,Central Large Modern Private Room With Bathroom,8979425,Malcolm,Grandview-Woodland,49.27477,-123.06444,Private room,97,99
13140963,Room 1 in a New House,73238515,Cora,Riley Park,49.25282,-123.09199,Private room,65,18
13148765,"Bright, Private Garden Suite off Commercial Drive",713242,Noel & Lindsay,Grandview-Woodland,49.26384,-123.06652,Entire home/apt,89,135
13157169,Beautifully renovated- 2bed & 2bath off Main St!,73455996,Laetitia & Scott,Riley Park,49.23399,-123.10136,Entire home/apt,180,94
13160462,"Langara Vancouver Film Culinary school, Room D",73492158,Lise,Riley Park,49.23485,-123.09751,Private room,36,7
13167163,"Luxe Heritage Gastown Loft, Thoroughly Renovated",295810,Lawrence,Downtown Eastside,49.2819,-123.10909,Entire home/apt,189,61
13174671,Room 2 in a New House,73238515,Cora,Riley Park,49.25298,-123.09182,Private room,79,30
13205734,The Green House,1628349,Maria,Renfrew-Collingwood,49.26074,-123.05512,Entire home/apt,64,115
13208731,❤Beautiful Studio Loft Suite by Downtown,23123490,Ducharme,Mount Pleasant,49.25863,-123.10994,Entire home/apt,111,31
13208772,Modern Ground Floor Suite in Westside Vancouver,7001804,Saeed,Arbutus Ridge,49.24645,-123.16715,Entire home/apt,110,119
13211615,Home Sweet Home East Village!,62870356,Maya,Grandview-Woodland,49.27926,-123.06185,Entire home/apt,95,136
13219781,"**room #1**is available (Vancouver, BC)",65757581,Ys,Riley Park,49.25126,-123.09347,Private room,40,70
13240363,AMAZING BRIGHT VIEW BEST LOCATION 2BR+2BA+PARKING,74315402,Jackie,Downtown,49.28239,-123.11293,Entire home/apt,101,185
13240975,"Cottage in the City for singles, couples or family",74401202,Grant,Riley Park,49.24235,-123.10165,Entire home/apt,175,111
13245931,►► Great Location Modern Quiet Clean & Healthy,11063197,Monika,West End,49.2849,-123.13467,Entire home/apt,101,10
13247035,#C King Size ~ One Bedroom ~ Steps to the Beach,31685027,Claude,Kitsilano,49.2717,-123.15887,Entire home/apt,79,11
13248489,#E New Studio Unit ~ Steps to Kits,31685027,Claude,Kitsilano,49.27111,-123.15835,Entire home/apt,75,6
13263762,Self-contained suite in Vancouver (Fraser St).,58950831,Sharon,Mount Pleasant,49.25725,-123.0871,Entire home/apt,95,65
13266055,Beautiful Vancouver City Bungalow,1741913,Darragh & Deanna,Hastings-Sunrise,49.27569,-123.03918,Entire home/apt,220,19
13274735,Suite garden patio on The Drive,74384371,Mieke,Grandview-Woodland,49.26656,-123.06986,Entire home/apt,90,176
13284025,Big and Bright and Beautiful -1 Bdrm off Main St,72574567,Tamara,Sunset,49.23283,-123.09666,Entire home/apt,124,103
13284465,Amazing 3 Bedrm Condo w/ Incredible View + Parking,37627084,Chain,Downtown,49.2792,-123.10672,Entire home/apt,128,213
13285299,Delightful  Bedroom  with Balcony,74456980,Beverly,Renfrew-Collingwood,49.25105,-123.03724,Private room,101,62
13291492,Seawall & Sunset Beach -  Big 1bdrm Ocean Facing,74821793,Jeff,West End,49.27885,-123.13518,Entire home/apt,299,39
13297246,Downtown Vancouver - Robson Studio for 2,317618,Edgar,Downtown,49.27873,-123.11726,Entire home/apt,237,4
13298502,Lovely 2 bedroom townhome,19602576,Melanie,Sunset,49.23162,-123.09393,Entire home/apt,200,9
13308004,East Vancouver studio suite in cute home,31435230,Vira,Mount Pleasant,49.25786,-123.08376,Entire home/apt,150,38
13317612,Hip and cool apartment in downtown Vancouver,34929605,Pierre,Downtown,49.27792,-123.12969,Entire home/apt,150,113
13334490,Beautiful modern house 10mins downtown or airport,54154927,Susan,Victoria-Fraserview,49.21177,-123.0716,Entire home/apt,499,79
13346084,Kerrisdale Craftsman,75625891,Kamala,Arbutus Ridge,49.24253,-123.151,Entire home/apt,440,2
13347771,Furnished One Bedroom Fraser Court,39642808,Yossi,Sunset,49.23198,-123.09428,Entire home/apt,85,2
13350002,"Main St, Private 2 BR, skytrain: King Ed downtown",69139395,Lisa M,Riley Park,49.24842,-123.10292,Entire home/apt,172,64
13358432,Private Bachelor Suite for 1p w/ Sundeck,34594484,Michelle,Renfrew-Collingwood,49.25495,-123.03533,Private room,70,20
13360139,A private room in the Heart of Downtown,50528923,Ab,West End,49.28935,-123.13324,Private room,95,19
13361855,Room in the Tree Tops,412802,Anne,Arbutus Ridge,49.24774,-123.1671,Private room,85,231
13383325,The Main,29939254,Sheila,Sunset,49.2198,-123.10041,Entire home/apt,75,400
13396760,Comfortable Family home at the centre of it all!,65268234,Sherry,Riley Park,49.2512,-123.10338,Entire home/apt,130,1
13416108,Large & Bright Gastown Luxury Loft w/20ft ceilings,16750396,Eddie And Marv,Downtown Eastside,49.28396,-123.10318,Entire home/apt,200,193
13419885,"2 BR 3 BD Great location, close to bus stops",16641764,Fiona,Dunbar Southlands,49.25594,-123.1868,Private room,101,164
13429166,(ROOM2)  Private Room with Separate Entrance,65757581,Ys,Shaughnessy,49.24297,-123.13293,Private room,60,157
13429931,(ROOM1)  Private Room with Separate Entrance,65757581,Ys,Shaughnessy,49.2431,-123.13435,Private room,60,121
13433673,Bedroom in a great apartment close to Seawall,6005855,Peter,Downtown,49.27485,-123.10113,Private room,85,51
13435088,Nice & Spacious two-level House by Langara College,71312111,Vincent & Van,Oakridge,49.2197,-123.10643,Entire home/apt,260,44
13450933,Modern Suites Downtown Vancouver!,27791355,Music Industry Co.,Downtown,49.2818,-123.11768,Entire home/apt,213,14
13452560,Bright One Bedroom Vancouver Apartment,16636703,James Dylan,Mount Pleasant,49.26151,-123.08326,Entire home/apt,65,28
13456176,Rustic Suite near Commercial Drive in Vancouver,33006954,Robin,Grandview-Woodland,49.26951,-123.06659,Entire home/apt,150,90
13464468,3BDR Luxury Heritage Home- heart of Kitsilano,64488310,Amanda,Kitsilano,49.25895,-123.16318,Entire home/apt,901,27
13496222,Private Room in Joyce Collingwood Station,65959354,Fer And Samy,Renfrew-Collingwood,49.23419,-123.03003,Private room,49,171
13496853,Yaletown Modern 2 Bedroom Townhome Sleeps 4-5,69754890,Aleix,Downtown,49.27953,-123.12131,Entire home/apt,200,117
13587559,Luxury 2 Level House,78465073,Jason,Kensington-Cedar Cottage,49.25505,-123.07804,Entire home/apt,650,44
13601416,D33 - Two Bedroom in the Heart of Vancouver,30899,Rami,West End,49.2874,-123.12627,Entire home/apt,124,15
13604686,2-Bed Cozy Suite  - Minutes to Buses and Train!,78697783,Vick,Renfrew-Collingwood,49.2343,-123.03408,Entire home/apt,177,23
13607124,Vancouver Family Suite for Six,40246737,Grace,Killarney,49.22016,-123.03082,Entire home/apt,148,83
13607164,Large garden suite very close to Commercial Drive,1743089,Darren,Kensington-Cedar Cottage,49.25755,-123.07519,Entire home/apt,95,46
13617271,East Van whole house rental,5553514,Owen & Roberta,Grandview-Woodland,49.27386,-123.06295,Entire home/apt,83,12
13619016,D22- Luxury waterfront 2bedroom+ 2bath,30899,Rami,Downtown,49.27492,-123.11103,Entire home/apt,199,0
13619735,Downtown 1 Bdr.+Parking+Gym/Pool,66273429,Kamila,Downtown,49.27947,-123.10841,Entire home/apt,151,299
13620049,Stunning Modern Loft with Mountain Waterfront View,1172047,Trevor,Downtown Eastside,49.28358,-123.107,Entire home/apt,350,5
13621629,Prime Downtown Location - Urban Oasis with Parking,8819085,Brad,West End,49.2826,-123.13828,Private room,99,109
13623807,Room with Veranda- Heritage Home Close to Downtown,78932005,Joy,Downtown Eastside,49.27804,-123.08991,Private room,74,172
13634288,New Renfrew-Collingwood suite: 20 mins to downtown,4140021,Donna,Renfrew-Collingwood,49.24251,-123.04091,Entire home/apt,65,42
13642745,Beautiful heritage home in Pt Grey,264374,Angela,Kitsilano,49.27199,-123.18452,Private room,69,144
13643954,Luxury Fairview Slopes 4 Bed Penthouse,4292086,Anne,Fairview,49.26624,-123.11539,Entire home/apt,295,56
13653317,Upscale 1 Bedroom center of downtown Vancouver,15535422,A,Downtown,49.283,-123.11883,Entire home/apt,250,81
13655645,Private comfortable room with easy access to area.,2350834,Raymond,Fairview,49.26152,-123.14304,Entire home/apt,61,45
13657718,"Cozy, bright bedroom in large lovely home",74377134,Stephanie,Kitsilano,49.26819,-123.18123,Private room,97,71
13659871,Beautiful Bright Kitsilano Home,46229706,Karen,Kitsilano,49.26116,-123.18286,Entire home/apt,650,6
13669298,Downtown Vancouver Penthouse Private Room 3003,74865763,Breanne,Downtown,49.28685,-123.12337,Private room,195,166
13673539,Garden Suite off Commercial Dr Skytrain Downtown,79403774,Aihua,Kensington-Cedar Cottage,49.25944,-123.05851,Entire home/apt,78,37
13684395,"1 BR suite with Private Kitchen, Entrance, Laundry",7284653,Soheila,Hastings-Sunrise,49.27502,-123.05348,Entire home/apt,159,10
13687751,"Downtown, Gastown living, in contemporary studio",35410134,Jeff,Downtown Eastside,49.28221,-123.10814,Entire home/apt,79,4
13698173,Beautiful suite. Amazing location!,3806828,Adam,Downtown Eastside,49.27426,-123.08313,Entire home/apt,99,112
13699573,Cozy 1 Bedroom w/ Patio and Parking,10355717,Thomas,Downtown,49.27899,-123.10645,Entire home/apt,168,84
13701691,Charming garden level studio. Completely private.,20664187,Robert & Hien,Kensington-Cedar Cottage,49.24133,-123.06364,Entire home/apt,79,270
13733856,"Bright & Comfy,  English Bay Character Apartment",80356661,Shells,West End,49.28514,-123.13695,Private room,69,143
13766869,❤️ SUPER CENTRAL DOWNTOWN VANCOUVER in YALETOWN ❤️,9809769,Michael,Downtown,49.2798,-123.12099,Entire home/apt,101,45
13767831,DEC + JAN - Perfect 2bdrm home in Kits,1128321,Sirish,Kitsilano,49.26715,-123.1458,Entire home/apt,138,1
13767981,Cozy Parisian 1BR @ Great Location in Downtown Van,38459934,Corporate Stays,Downtown,49.28427,-123.11789,Entire home/apt,99,3
13771205,Private Queen Bed in beautiful Yaletown 1-bedroom,27282530,Eric,Kitsilano,49.27029,-123.16222,Private room,121,24
13773799,Best Location to explore Vancouver,79753105,Pavlos,Downtown,49.27718,-123.1183,Private room,250,153
13780435,Beautiful Kitsilano Character Home,44286445,Sophia,Kitsilano,49.26938,-123.17446,Entire home/apt,306,132
13789973,Wonderful homey 1 BR stay in Central DT Vancouver,55374213,Wilson,Downtown,49.28102,-123.1197,Entire home/apt,115,26
13800057,New Listing Luxury Yaletown Waterfront Home,81147218,Alex,Downtown,49.27199,-123.12471,Entire home/apt,299,16
13817015,Cozy Room in new Condo @ Olympic Village,81380309,Jacqueline,Mount Pleasant,49.26907,-123.10419,Private room,77,12
13829747,Best Vancouver Location,81543148,Cecilia,Mount Pleasant,49.26189,-123.11045,Entire home/apt,150,202
13831080,1 Bedroom Downtown Luxury,21783759,Viviena,Downtown,49.28015,-123.11723,Entire home/apt,135,5
13843432,Hidden Bohemia on the Drive,8862950,Lee,Grandview-Woodland,49.2676,-123.0733,Private room,65,165
13858633,"Bright and spacious 2 bdrm, 2 bath great location",2113136,Kinuyo,Downtown,49.27857,-123.10954,Entire home/apt,350,9
13865079,"Quiet, Modern Townhouse w/ Street Entry + Parking",22407963,Rob,Downtown,49.27568,-123.09992,Entire home/apt,250,109
13866701,DOWNTOWN 1-Bedroom with Stunning Water/Park Views,81978215,Natalie,Downtown,49.28006,-123.10731,Entire home/apt,154,6
13867346,Sunny Garden Suite in Mount Pleasant,80826197,Jessie,Riley Park,49.25655,-123.10453,Entire home/apt,124,105
13897005,Bright Modern Mini House,59191232,Marc,Dunbar Southlands,49.2564,-123.18207,Entire home/apt,180,164
13898167,Kits attic apartment near beach,2033561,Marianne,Kitsilano,49.27006,-123.18427,Entire home/apt,109,34
13912445,Large 2 Bedroom Full Basement Suite Next to a Park,82529395,Hien,Renfrew-Collingwood,49.25378,-123.02777,Entire home/apt,200,56
13962376,Double loft suite in character house.,18978000,Ellen,Grandview-Woodland,49.27781,-123.06186,Entire home/apt,136,43
13962385,"Mountainview  Bedroom, Character House",18978000,Ellen,Grandview-Woodland,49.27988,-123.06317,Private room,54,78
13968919,Charming Character Home in Central Vancouver,83274459,Marcos,Mount Pleasant,49.25632,-123.08116,Entire home/apt,240,57
13980504,"**Room #2** is available  (Vancouver, BC)",65757581,Ys,Riley Park,49.2517,-123.0934,Private room,40,93
13992194,"Cute, cozy 2 Bedroom Garden Suite",75253469,Karla,Grandview-Woodland,49.27892,-123.07257,Entire home/apt,115,48
13993885,"Executive Downtown Vancouver Penthouse, City Views",56384031,Maddi,Downtown,49.28001,-123.12515,Entire home/apt,450,6
13994707,"Two-bedroom basement suite, separate entry",76464332,Robert,Marpole,49.21373,-123.13701,Entire home/apt,150,169
13996148,Bright OneBR Basement suite with separate entrance,83593985,Pearl,Victoria-Fraserview,49.21166,-123.06637,Private room,90,7
13996329,Bright 2BR Basement suite with separate entrance,83593985,Pearl,Victoria-Fraserview,49.21194,-123.0663,Entire home/apt,101,25
13998682,Master Bedroom (Private bath)! heart of Downtown!,15589948,Humam,West End,49.27941,-123.13035,Private room,99,62
13999349,Luxury Coal Harbour 2 bed 2 bath w/ Stunning Views,83636297,Zara,Downtown,49.28971,-123.12309,Entire home/apt,550,8
13999471,BRAND-New Beautiful 2 Br/1.5 Ba Coach House,40237565,Joshua,Renfrew-Collingwood,49.23992,-123.03235,Entire home/apt,136,98
14008872,Private Room minutes from Kits Beach,37163199,J,Kitsilano,49.27096,-123.15086,Private room,57,4
14014285,Cozy 2 Bdrm Suite Very Close to Downtown & Parking,83812330,Brenda,South Cambie,49.25466,-123.12357,Entire home/apt,301,59
14015267,LOCATION! Downtown Condo Free Underground Parking,66638660,Dawn,West End,49.2888,-123.13167,Entire home/apt,250,26
14015552,Central Downtown Condo,3092935,Brad,West End,49.28182,-123.12569,Entire home/apt,140,18
14027258,2 Br Ground Level Suite - 95 Walk Score!,69694987,Leena,Mount Pleasant,49.25768,-123.11228,Entire home/apt,110,1
14028670,"VGH Luxury, Bright & Central 1 BR Executive Apt",6117410,Pamela,Fairview,49.25887,-123.11853,Entire home/apt,90,24
14029073,Yvette's place 2,13480596,Yvette,Hastings-Sunrise,49.28924,-123.043,Private room,50,50
14061704,Olden Room in Vancouver Traveller Bed & Breakfast,32025862,Vancouver Traveller B&B,Arbutus Ridge,49.25457,-123.15427,Hotel room,230,5
14074129,Spacious Basement Mini-Suite in Dunbar near U.B.C.,51334828,Colin,Dunbar Southlands,49.25671,-123.18788,Entire home/apt,99,37
14074932,Cozy 1 Bedroom unit with Open View sleeps 2 - 4,69754890,Aleix,Marpole,49.21147,-123.11355,Entire home/apt,79,42
14077912,Luxury one bedroom garden suite,84608877,Alexia,Dunbar Southlands,49.25777,-123.1953,Entire home/apt,265,56
14078952,Quirky Kitsilano Beach Loft,13826875,"Christina,",Kitsilano,49.27299,-123.1524,Entire home/apt,285,23
14079589,"Luxury Living 2 Bedroom, 2 Bathroom + Balcony",10184177,Liana,Downtown,49.27454,-123.11404,Entire home/apt,121,4
14090993,Spacious house at Vancouver. Great location!,84765540,Dara,Dunbar Southlands,49.24135,-123.18979,Entire home/apt,298,8
14105581,2 Bedroom suite steps to the Beach!,66490833,Vasia,Kitsilano,49.26362,-123.18451,Entire home/apt,185,57
14106936,Central Heritage Luxury,79376466,Dave,Kensington-Cedar Cottage,49.2601,-123.07647,Entire home/apt,121,1
14107152,FuN OLd  SKOoL APARTMeNT !!,84953548,Marika,Kensington-Cedar Cottage,49.23374,-123.07699,Entire home/apt,119,78
14112422,Modern Yaletown 700 sq. ft. studio,63676271,Katie,Downtown,49.27568,-123.12098,Entire home/apt,121,76
14127036,Beauti-Van!,47138587,Kathy,Sunset,49.21606,-123.07948,Entire home/apt,150,17
14141460,Best of Vancouver,3677595,Ben And Penny,Downtown,49.27542,-123.1131,Private room,99,199
14152417,Vancouver room - Vancouver Traveller bed breakfast,32025862,Vancouver Traveller B&B,Arbutus Ridge,49.254,-123.15443,Hotel room,211,9
14162473,Best central Mt. Pleasant  2 bedroom w park nearby,80273902,David,Mount Pleasant,49.25864,-123.11017,Entire home/apt,124,299
14167369,Mountain Views Lovely Private Room,8979425,Malcolm,Grandview-Woodland,49.27306,-123.06643,Private room,103,89
14168267,Commercial Drive Hideaway ( parking/ train/ patio),15944070,Jean And Charlene,Grandview-Woodland,49.26692,-123.06721,Entire home/apt,163,132
14170506,Flexstay room in Vancouver Traveller Bed&Breakfast,32025862,Vancouver Traveller B&B,Arbutus Ridge,49.25452,-123.15543,Hotel room,211,19
14176587,Perfect for Business 1BR★City View Peaceful ★ Zen!,38459934,Corporate Stays,Downtown,49.28432,-123.11517,Entire home/apt,99,0
14177739,Family Friendly House in Central Vancouver,85864416,Jana,Kensington-Cedar Cottage,49.24393,-123.07991,Entire home/apt,199,19
14180277,Western Themed Comfortable Private Room,8979425,Malcolm,Grandview-Woodland,49.27388,-123.0658,Private room,95,76
14202073,Cool Hip Commercial Drive Master Bedroom & Bathroom,12487698,Chad,Grandview-Woodland,49.272,-123.06765,Private room,130,8
14203231,Garden Level Studio Suite in Vancouver South,86186101,Brian,Sunset,49.21211,-123.10092,Entire home/apt,56,160
14204145,Loft in 1902 Heritage Home close to downtown,78932005,Joy,Downtown Eastside,49.2783,-123.0914,Private room,73,219
14216608,Entire Condo @ the heart of Downtown Vancouver,86344341,Ebru,Downtown,49.27686,-123.11812,Entire home/apt,101,5
14222707,Delbert: the Author and his Oasis World Masks,85899719,Delbert,Sunset,49.21597,-123.09025,Private room,225,6
14223325,Yaletown Skyline Studio,50162426,Ana,Downtown,49.27811,-123.12056,Entire home/apt,89,202
14237741,East Village Haven,3144187,Sara,Grandview-Woodland,49.27887,-123.0601,Entire home/apt,95,69
14247519,New Building in Historic Chinatown,86614448,Ann,Downtown Eastside,49.27849,-123.1009,Entire home/apt,170,89
14248978,"Charming Guest-house, close to Downtown",78932005,Joy,Downtown Eastside,49.27822,-123.09097,Entire home/apt,139,185
14264791,King's place,68010340,Joe,Riley Park,49.23988,-123.10134,Private room,60,122
14265614,One Bedroom Suite in the Heart of Downtown,746428,Manisha,Downtown,49.28013,-123.12631,Entire home/apt,200,34
14266530,"Comfy retreat at end of busy day, Private Entrance",86942788,Colleen,Sunset,49.2282,-123.10429,Entire home/apt,170,66
14277816,Funky Room on Hip East Side,6329283,Ruby,Kensington-Cedar Cottage,49.25616,-123.08064,Private room,23,13
14280804,Room with a view,87088540,Antonia,Hastings-Sunrise,49.28571,-123.02881,Private room,65,8
14296335,Comfy House Just off The Commercial Dr & Downtown,79403774,Aihua,Kensington-Cedar Cottage,49.26184,-123.05848,Private room,42,140
14320418,"Cozy Suite, Private Entrance, Convenient Location!",54414133,Tommy,Killarney,49.22991,-123.03154,Entire home/apt,50,87
14320767,Private Suite in Kitsilano,726304,Manuel,Kitsilano,49.26013,-123.16142,Hotel room,70,17
14321436,Cozy condo with patio and beautiful view,39357922,Vanessa,Downtown,49.27745,-123.12912,Entire home/apt,126,5
14323525,Crosstown Solarium Downtown Vancouver,15535422,A,Downtown,49.28009,-123.10887,Private room,78,91
14327019,Comfortable Crash Pad,1568579,Tomas,Grandview-Woodland,49.28459,-123.05684,Private room,45,105
14341031,One Bedroom Townhouse in Chinatown,87829724,Spencer,Downtown Eastside,49.27595,-123.09978,Entire home/apt,175,37
14344440,Superb Location! Great Value!!  Hospitable Host!!,15840009,Shanky,Kensington-Cedar Cottage,49.24985,-123.07383,Private room,50,71
14377109,DTcenter/GreatView/FreeParking/Pool/Gym/AC/30Day+,88244615,Kangjian,Downtown,49.2812,-123.11666,Entire home/apt,147,16
14387015,Charming 2 Bedroom Near The Drive,88362449,Lucy,Grandview-Woodland,49.27061,-123.06371,Entire home/apt,87,201
14390133,Charming House 2bd in Kensington Cedar Cottage,20769453,Julien,Kensington-Cedar Cottage,49.2528,-123.08168,Entire home/apt,128,9
14405489,Quite & cozy bedroom close to Skytrain & Downtown,2998796,Jean Pascal,Mount Pleasant,49.2635,-123.08282,Private room,79,22
14406039,One bedroom in heart of Mount Pleasant for APRIL,2495616,Kathleen,Mount Pleasant,49.26009,-123.0991,Entire home/apt,56,33
14406551,"Light filled 2 Bed w/ Mountain, Water & City Views",20025961,Lesley & Adam,Downtown,49.27898,-123.10809,Entire home/apt,501,44
14419998,Thomas Crawford House,9575419,Elana & Claudio,Downtown Eastside,49.27883,-123.08753,Entire home/apt,124,71
14421266,Modern Garden Suite near Commercial Drive!,4049263,Richard,Grandview-Woodland,49.26751,-123.07073,Private room,95,58
14431819,Clean Private Suite - 10 min Walk to Everything,81160903,Long,Kensington-Cedar Cottage,49.24636,-123.08838,Entire home/apt,73,223
14445597,Skyhome Luxury with Water Views and Parking,2395141,Ali,Downtown,49.28051,-123.10808,Entire home/apt,245,109
14453811,Kits Beach Luxury,43821605,Catherine,Kitsilano,49.27238,-123.15605,Entire home/apt,111,118
14454627,"Modern, bright, 2 bedroom retreat",215038,Raji,Kensington-Cedar Cottage,49.2493,-123.07481,Entire home/apt,93,3
14498946,Cozy private room in basement suite,32878648,Annie,Renfrew-Collingwood,49.24296,-123.02939,Private room,30,47
14505465,Central 2 Storey Loft - Spacious 2BR + Parking/AC,5397771,Ludi,Downtown Eastside,49.27758,-123.0982,Entire home/apt,136,104
14518822,Great deal on 3 Bdrm Home in quiet neighbourhood.,89620360,Kenny,Renfrew-Collingwood,49.25216,-123.0244,Entire home/apt,199,158
14524029,Private Entrance Near Downtown and Hospitals,83812330,Brenda,South Cambie,49.254,-123.12388,Private room,60,43
14535292,Vancouver for Vegetarians,74168621,Vesanto,Kensington-Cedar Cottage,49.24014,-123.0705,Entire home/apt,124,15
14538753,Private 2 Bedrooms - New Home & Light Breakfast,10680381,Sarah & Patrick,Kensington-Cedar Cottage,49.2547,-123.08894,Entire home/apt,256,151
14547306,⭐ Large 2 bdrm apartment Vancouver West Side/UBC.,89750541,Katriina,West Point Grey,49.25958,-123.20579,Entire home/apt,173,40
14555310,Designers Apartment in cozy neighborhood,2140783,Hande,Grandview-Woodland,49.27526,-123.07396,Entire home/apt,115,147
14560581,Brand New Suite in Heritage Home by the Beach,16274005,Andre,Kitsilano,49.27007,-123.18177,Entire home/apt,121,85
14569204,Brand new place in the hippest hood,162896,Vanessa,Mount Pleasant,49.26927,-123.10183,Entire home/apt,124,61
14570210,Walk to Commercial Drive Skytrain,8481351,M,Kensington-Cedar Cottage,49.25691,-123.06671,Entire home/apt,85,210
14580511,Vancouver One Bedroom Apartment,46673467,Daniel,Mount Pleasant,49.25693,-123.08169,Entire home/apt,99,131
14591462,New condo in the vibrant East Village,19650325,Tyson,Grandview-Woodland,49.28034,-123.05957,Private room,46,19
14595849,2 Bedroom Spectacular Views DT Van.,24989145,Ayla,Downtown,49.28194,-123.1243,Entire home/apt,297,214
14613217,Modern + Unique Loft Living // Central location,8642328,Bridget,Mount Pleasant,49.26588,-123.09816,Entire home/apt,199,46
14616229,Private Room in  Stylish Country Home by UBC,79379,Pushpa,West Point Grey,49.26198,-123.21447,Private room,101,8
14616290,Private bedroom queen sized bed with ensuite bath,90723425,Sheri,Riley Park,49.23974,-123.09653,Private room,69,62
14634631,Private bedroom in basement suite,32878648,Annie,Renfrew-Collingwood,49.24343,-123.02785,Private room,30,36
14634633,Cozy room in basement suite.,32878648,Annie,Renfrew-Collingwood,49.24154,-123.02805,Private room,30,39
14649925,Downtown Vancouver Penthouse Private Room 3001,74865763,Breanne,Downtown,49.28638,-123.12279,Private room,144,145
14667059,"Private Room with Double Bed, Vancouver",52256151,Saras,Killarney,49.23163,-123.02525,Private room,56,36
14674413,Private 1 Bdrm Suite Off Uber Hip Main Street,836376,Stacy,Riley Park,49.24741,-123.09372,Entire home/apt,70,28
14686533,BEST LOCATION-CLOSE TO THE BEACH&DOWNTOWN,24241585,Tia,Kitsilano,49.26741,-123.15162,Private room,101,17
14687943,"1 bedroom in Kits, close to beach",91324660,Angela,Kitsilano,49.2627,-123.18044,Private room,72,84
14688071,VGH Vancouver 3 bdrm w Hot Tub 5 mins to Downtown,8086853,Michi,South Cambie,49.25369,-123.12322,Entire home/apt,295,15
14709890,Second room in Family Home.,88006231,Jeffrey,Kensington-Cedar Cottage,49.24965,-123.08907,Private room,37,146
14710981,Artistic Condo near downtown & Garden Patio,5656886,B,Grandview-Woodland,49.26262,-123.07472,Entire home/apt,85,30
14724594,Trendy Yaletown 1 Bdrm with Parking (M1),23977001,Emma,Downtown,49.2748,-123.11547,Entire home/apt,130,14
14726102,Cozy Heritage Home,973890,Delaney,Marpole,49.21609,-123.13765,Private room,65,29
14727620,BRAND NEW LANE-WAY HOUSE AT VANCOUVER温哥华中心点整栋新房,91690436,H,Renfrew-Collingwood,49.25879,-123.0424,Entire home/apt,199,47
14728663,Cozy/Chic Vancouver Oasis close to Downtown!,346248,Vaneet,Downtown Eastside,49.27986,-123.10093,Entire home/apt,130,58
14730220,1BR Downtown-Perfect For Business Travellers!,38459934,Corporate Stays,Downtown,49.28112,-123.12075,Entire home/apt,99,3
